,OrderID,CustomerName,Product,Quantity,UnitPrice,OrderDate,ShippingCost,CustomerID,CustomerEmail,Country,Membership,SignUpDate,LastOrderDate,TotalSpent,Customer Communication Log
406,218,Richard Martinez,Book,3,572.4259171,06-08-2023,5.87337715,357,shopper9439@eshop.com,USA,VIP,23-12-2022,23-12-2023,7414.477093,2022-11-15: Inquiry regarding order status; 2022-06-19: Feedback about payment issues
780,568,Patricia Martin,Book,2,403.009057,21-07-2024,80.46474954,267,marketfan2093@eshop.com,USA,VIP,24-09-2022,24-09-2023,7353.097063,2022-09-29: Request about delayed delivery; 2022-03-07: Feedback about product availability; 2022-01-12: Feedback about product availability
329,168,William Johnson,Laptop,3,980.2532628,17-06-2023,80.58674341,635,shopper6095@bestdeals.com,Australia,VIP,27-09-2023,26-09-2024,7341.592244,2022-07-04: Complaint about membership benefits; 2022-03-13: Feedback about payment issues
330,337,Mary Taylor,Book,4,543.3901419,03-12-2023,14.85028257,635,shopper6095@bestdeals.com,Australia,VIP,27-09-2023,26-09-2024,7341.592244,2022-07-04: Complaint about membership benefits; 2022-03-13: Feedback about payment issues
331,763,Robert Martin,Bike,4,371.8267893,01-02-2025,55.80648655,635,shopper6095@bestdeals.com,Australia,VIP,27-09-2023,26-09-2024,7341.592244,2022-07-04: Complaint about membership benefits; 2022-03-13: Feedback about payment issues
762,956,William Gonzalez,Shirt,1,437.6784057,13-08-2025,29.15838503,429,marketfan764@eshop.com,Australia,Premium,05-03-2023,04-03-2024,7318.455487,2022-06-08: Request for more information on a product; 2022-04-11: Inquiry about product availability
761,542,Michael Gonzalez,Toy,4,289.2557205,25-06-2024,77.15035451,429,marketfan764@eshop.com,Australia,Premium,05-03-2023,04-03-2024,7318.455487,2022-06-08: Request for more information on a product; 2022-04-11: Inquiry about product availability
134,57,Richard Moore,Bike,2,835.3306922,26-02-2023,80.8028281,449,buyer6540@shopworld.com,Germany,Standard,25-03-2023,24-03-2024,7312.499867,2022-11-12: Request about membership benefits; 2022-08-27: Feedback about product availability; 2022-02-25: Request about payment issues
135,241,John Gonzalez,Shirt,1,572.2387857,29-08-2023,92.8956749,449,buyer6540@shopworld.com,Germany,Standard,25-03-2023,24-03-2024,7312.499867,2022-11-12: Request about membership benefits; 2022-08-27: Feedback about product availability; 2022-02-25: Request about payment issues
70,31,Thomas Smith,Book,3,821.6646023,31-01-2023,28.14231849,196,shopper7928@buyeasy.com,UK,Standard,15-07-2022,15-07-2023,7289.051142,2022-10-03: Feedback about membership benefits; 2022-07-01: Inquiry about product availability; 2022-02-19: Complaint about delayed delivery
71,948,Robert Moore,Laptop,2,324.915635,05-08-2025,61.55864919,196,shopper7928@buyeasy.com,UK,Standard,15-07-2022,15-07-2023,7289.051142,2022-10-03: Feedback about membership benefits; 2022-07-01: Inquiry about product availability; 2022-02-19: Complaint about delayed delivery
790,582,Joseph Jones,Bike,1,833.0117657,04-08-2024,74.06396888,436,marketfan2986@shopworld.com,USA,Premium,12-03-2023,11-03-2024,7279.817614,2022-08-01: Inquiry regarding order status; 2022-06-10: Inquiry about product availability
792,918,Patricia Davis,Laptop,2,499.9251034,06-07-2025,57.53937686,436,marketfan2986@shopworld.com,USA,Premium,12-03-2023,11-03-2024,7279.817614,2022-08-01: Inquiry regarding order status; 2022-06-10: Inquiry about product availability
791,817,Michael Jones,Toy,1,40.43688148,27-03-2025,36.37123985,436,marketfan2986@shopworld.com,USA,Premium,12-03-2023,11-03-2024,7279.817614,2022-08-01: Inquiry regarding order status; 2022-06-10: Inquiry about product availability
690,460,Jennifer Davis,Bike,3,796.8855967,04-04-2024,70.86545569,358,shopper1247@shopworld.com,UK,VIP,24-12-2022,24-12-2023,7273.583556,2022-03-05: Inquiry about product availability; 2022-02-16: Complaint about membership benefits
421,487,Sarah Martinez,Toy,3,958.6581369,01-05-2024,31.97973836,757,dealhunter6192@bestdeals.com,Australia,Premium,27-01-2024,26-01-2025,7245.186352,2022-05-08: Request about product availability
420,231,Michael Davis,Toy,2,874.920751,19-08-2023,33.89871734,757,dealhunter6192@bestdeals.com,Australia,Premium,27-01-2024,26-01-2025,7245.186352,2022-05-08: Request about product availability
422,815,Robert Martinez,Shirt,3,659.7518593,25-03-2025,85.36560392,757,dealhunter6192@bestdeals.com,Australia,Premium,27-01-2024,26-01-2025,7245.186352,2022-05-08: Request about product availability
395,211,David Davis,Toy,1,803.6698476,30-07-2023,5.295700459,590,buyer7680@buyeasy.com,USA,Premium,13-08-2023,12-08-2024,7244.573917,2022-12-05: Complaint for more information on a product
859,689,Jessica Lopez,Shirt,2,212.4935384,19-11-2024,25.39367505,625,dealhunter2496@shopworld.com,USA,VIP,17-09-2023,16-09-2024,7239.348779,2022-03-04: Inquiry about product availability; 2022-01-03: Feedback for more information on a product
924,853,Susan Rodriguez,Bike,2,972.9085502,02-05-2025,13.34211151,710,buyer1522@bestdeals.com,Germany,Standard,11-12-2023,10-12-2024,7231.080097,2022-11-14: Feedback about payment issues; 2022-08-29: Inquiry for more information on a product; 2022-07-11: Complaint about payment issues
923,804,Sarah Lopez,Laptop,2,809.6564755,14-03-2025,85.69920848,710,buyer1522@bestdeals.com,Germany,Standard,11-12-2023,10-12-2024,7231.080097,2022-11-14: Feedback about payment issues; 2022-08-29: Inquiry for more information on a product; 2022-07-11: Complaint about payment issues
813,857,Richard Gonzalez,Toy,3,587.7425866,06-05-2025,78.0832707,1,marketfan7271@bestdeals.com,Canada,Premium,01-01-2022,01-01-2023,7194.105316,2022-09-01: Inquiry about payment issues
812,614,Patricia Smith,Book,2,330.7075448,05-09-2024,36.96073519,1,marketfan7271@bestdeals.com,Canada,Premium,01-01-2022,01-01-2023,7194.105316,2022-09-01: Inquiry about payment issues
358,187,Barbara Lopez,Shirt,4,688.6066265,06-07-2023,32.06660964,205,buyer9604@bestdeals.com,Germany,VIP,24-07-2022,24-07-2023,7178.13137,2022-03-27: Request about delayed delivery; 2022-02-27: Complaint regarding order status
359,451,Michael Williams,Shirt,2,53.54402444,26-03-2024,75.95772159,205,buyer9604@bestdeals.com,Germany,VIP,24-07-2022,24-07-2023,7178.13137,2022-03-27: Request about delayed delivery; 2022-02-27: Complaint regarding order status
819,625,Elizabeth Thomas,Toy,3,316.5469817,16-09-2024,9.051626115,522,dealhunter639@buyeasy.com,Canada,Premium,06-06-2023,05-06-2024,7132.856937,2022-10-16: Complaint about payment issues; 2022-03-18: Inquiry for more information on a product
136,60,Thomas Anderson,Toy,2,32.14691319,01-03-2023,69.30036235,576,shopper615@shopworld.com,UK,VIP,30-07-2023,29-07-2024,7125.262558,2022-10-09: Inquiry about product availability; 2022-05-16: Complaint for more information on a product
503,375,Barbara Davis,Laptop,4,260.1287417,10-01-2024,60.40275503,45,invalid_email,UK,Premium,14-02-2022,14-02-2023,7114.788839,2022-05-17: Request about product availability
502,286,David Hernandez,Toy,4,147.8971985,13-10-2023,78.38415318,45,invalid_email,UK,Premium,14-02-2022,14-02-2023,7114.788839,2022-05-17: Request about product availability
637,389,Michael Wilson,Toy,1,383.3690802,24-01-2024,98.94907768,322,shopper3397@bestdeals.com,USA,Standard,18-11-2022,18-11-2023,7100.368924,2022-09-11: Complaint for more information on a product; 2022-05-27: Request about delayed delivery; 2022-11-14: Feedback about product availability
638,965,Richard Gonzalez,Shirt,4,283.6131979,22-08-2025,88.63064293,322,shopper3397@bestdeals.com,USA,Standard,18-11-2022,18-11-2023,7100.368924,2022-09-11: Complaint for more information on a product; 2022-05-27: Request about delayed delivery; 2022-11-14: Feedback about product availability
151,69,Robert Martinez,Shirt,2,623.7626484,10-03-2023,70.15315848,571,dealhunter9123@bestdeals.com,Canada,Premium,25-07-2023,24-07-2024,7076.477852,2022-01-04: Request regarding order status; 2022-04-18: Complaint about membership benefits; 2022-07-03: Inquiry about payment issues
694,468,Charles Hernandez,Laptop,4,816.1835855,12-04-2024,60.52317579,163,dealhunter109@eshop.com,Australia,Premium,12-06-2022,12-06-2023,7022.187602,2022-07-28: Inquiry about payment issues; 2022-05-16: Feedback about delayed delivery
5,3,Linda Brown,Book,3,755.6516849,03-01-2023,73.99778583,160,shopper1457@bestdeals.com,USA,Premium,09-06-2022,09-06-2023,6933.969963,2022-09-16: Inquiry regarding order status; 2022-12-24: Request about payment issues; 2022-02-01: Complaint regarding order status
82,776,Linda Martinez,Bike,1,952.9925082,14-02-2025,42.79724448,528,shopper2706@eshop.com,USA,VIP,12-06-2023,11-06-2024,6928.815289,2022-11-01: Complaint regarding order status
81,433,David Wilson,Bike,3,922.2960696,08-03-2024,52.41636459,528,shopper2706@eshop.com,USA,VIP,12-06-2023,11-06-2024,6928.815289,2022-11-01: Complaint regarding order status
80,35,David Moore,Book,3,587.0103313,04-02-2023,46.90317962,528,shopper2706@eshop.com,USA,VIP,12-06-2023,11-06-2024,6928.815289,2022-11-01: Complaint regarding order status
157,243,Robert Rodriguez,Book,2,219.1241072,31-08-2023,76.405363,671,dealhunter1070@bestdeals.com,USA,VIP,02-11-2023,01-11-2024,6921.937774,2022-02-08: Complaint about delayed delivery; 2022-03-06: Complaint regarding order status; 2022-04-09: Feedback for more information on a product
156,74,Jennifer Jones,Bike,2,147.1421446,15-03-2023,17.77058385,671,dealhunter1070@bestdeals.com,USA,VIP,02-11-2023,01-11-2024,6921.937774,2022-02-08: Complaint about delayed delivery; 2022-03-06: Complaint regarding order status; 2022-04-09: Feedback for more information on a product
272,271,William Taylor,Laptop,4,665.6150018,28-09-2023,43.294751,49,dealhunter342@eshop.com,Canada,Standard,18-02-2022,18-02-2023,6888.574277,2022-02-04: Complaint about product availability; 2022-12-29: Inquiry about delayed delivery; 2022-06-22: Complaint about payment issues
271,139,William Williams,Toy,4,446.9551374,19-05-2023,19.89251636,49,dealhunter342@eshop.com,Canada,Standard,18-02-2022,18-02-2023,6888.574277,2022-02-04: Complaint about product availability; 2022-12-29: Inquiry about delayed delivery; 2022-06-22: Complaint about payment issues
976,932,Robert Smith,Shirt,3,978.9169447,20-07-2025,10.70045174,549,shopper7349@shopworld.com,Canada,Standard,03-07-2023,02-07-2024,6883.281401,2022-10-05: Feedback about membership benefits; 2022-09-15: Feedback about payment issues
888,749,Thomas Miller,Toy,4,431.6233338,18-01-2025,66.64719582,112,shopper7413@shopworld.com,UK,VIP,22-04-2022,22-04-2023,6864.742701,2022-01-23: Feedback about membership benefits; 2022-04-09: Inquiry regarding order status; 2022-12-13: Feedback regarding order status
362,189,Jessica Brown,Bike,4,505.4854712,08-07-2023,86.47188772,513,buyer2213@shopworld.com,Canada,Premium,28-05-2023,27-05-2024,6838.722856,2022-07-13: Complaint about membership benefits; 2022-12-08: Feedback about delayed delivery
879,733,Joseph Wilson,Book,4,524.5208978,02-01-2025,81.9385726,242,dealhunter4609@bestdeals.com,USA,Standard,30-08-2022,30-08-2023,6805.730549,2022-02-03: Feedback about delayed delivery
592,353,Michael Martinez,Toy,3,254.8118905,19-12-2023,85.93070983,366,buyer359@buyeasy.com,Australia,Standard,01-01-2023,01-01-2024,6783.994114,2022-05-18: Request about payment issues; 2022-08-14: Feedback about delayed delivery
934,831,Robert Rodriguez,Toy,1,253.3210928,10-04-2025,66.47411564,514,shopper1867@shopworld.com,UK,Standard,29-05-2023,28-05-2024,6781.222041,2022-11-09: Inquiry about payment issues; 2022-10-06: Complaint about product availability
121,818,Joseph Rodriguez,Bike,3,966.7154957,28-03-2025,92.39765933,396,buyer4175@bestdeals.com,USA,Premium,31-01-2023,31-01-2024,6775.411922,2022-07-09: Request about membership benefits; 2022-11-02: Request for more information on a product
120,448,Mary Miller,Book,1,798.1906676,23-03-2024,22.70497126,396,buyer4175@bestdeals.com,USA,Premium,31-01-2023,31-01-2024,6775.411922,2022-07-09: Request about membership benefits; 2022-11-02: Request for more information on a product
119,52,Michael Taylor,Laptop,1,553.3387991,21-02-2023,90.63265447,396,buyer4175@bestdeals.com,USA,Premium,31-01-2023,31-01-2024,6775.411922,2022-07-09: Request about membership benefits; 2022-11-02: Request for more information on a product
724,495,Patricia Brown,Laptop,3,875.9070718,09-05-2024,98.00798148,363,shopper6345@eshop.com,UK,Premium,29-12-2022,29-12-2023,6764.364839,2022-06-10: Feedback about payment issues; 2022-07-13: Request about product availability; 2022-02-01: Feedback about delayed delivery
725,920,Robert Davis,Toy,2,653.619122,08-07-2025,98.98810504,363,shopper6345@eshop.com,UK,Premium,29-12-2022,29-12-2023,6764.364839,2022-06-10: Feedback about payment issues; 2022-07-13: Request about product availability; 2022-02-01: Feedback about delayed delivery
944,849,Sarah Johnson,Laptop,4,532.9059727,28-04-2025,5.376906574,466,dealhunter5270@shopworld.com,Australia,Standard,11-04-2023,10-04-2024,6760.761564,2022-11-17: Request for more information on a product; 2022-11-09: Feedback regarding order status
482,272,Michael Williams,Laptop,2,975.4877732,29-09-2023,28.89026169,59,marketfan9921@shopworld.com,UK,VIP,28-02-2022,28-02-2023,6756.311683,2022-12-26: Feedback about payment issues; 2022-08-10: Request about delayed delivery; 2022-04-28: Inquiry about product availability
483,402,Jessica Smith,Book,1,503.1385017,06-02-2024,39.12326717,59,marketfan9921@shopworld.com,UK,VIP,28-02-2022,28-02-2023,6756.311683,2022-12-26: Feedback about payment issues; 2022-08-10: Request about delayed delivery; 2022-04-28: Inquiry about product availability
485,826,Linda Jackson,Laptop,1,125.0412014,05-04-2025,43.30124419,59,marketfan9921@shopworld.com,UK,VIP,28-02-2022,28-02-2023,6756.311683,2022-12-26: Feedback about payment issues; 2022-08-10: Request about delayed delivery; 2022-04-28: Inquiry about product availability
484,784,Michael Hernandez,Laptop,1,104.8901924,22-02-2025,57.84310436,59,marketfan9921@shopworld.com,UK,VIP,28-02-2022,28-02-2023,6756.311683,2022-12-26: Feedback about payment issues; 2022-08-10: Request about delayed delivery; 2022-04-28: Inquiry about product availability
206,788,John Thomas,Laptop,1,912.4864307,26-02-2025,97.68848098,42,shopper7138@bestdeals.com,Australia,VIP,11-02-2022,11-02-2023,6741.511299,2022-08-04: Feedback about membership benefits; 2022-06-08: Inquiry about membership benefits
205,98,Jennifer Gonzalez,Bike,1,295.4909909,08-04-2023,49.92975932,42,shopper7138@bestdeals.com,Australia,VIP,11-02-2022,11-02-2023,6741.511299,2022-08-04: Feedback about membership benefits; 2022-06-08: Inquiry about membership benefits
321,164,Jessica Brown,Laptop,2,855.4624062,13-06-2023,65.27826558,153,dealhunter9731@bestdeals.com,Australia,Standard,02-06-2022,02-06-2023,6675.317346,2022-05-14: Complaint about delayed delivery; 2022-11-05: Feedback about product availability; 2022-06-16: Inquiry about product availability
531,310,Mary Johnson,Book,2,479.3651547,06-11-2023,29.31054439,599,buyer9028@shopworld.com,UK,VIP,22-08-2023,21-08-2024,6670.476314,2022-11-14: Inquiry about membership benefits
634,387,Robert Lopez,Laptop,3,753.1881028,22-01-2024,76.13109604,302,buyer954@eshop.com,Australia,VIP,29-10-2022,29-10-2023,6660.631836,2022-05-24: Request about membership benefits; 2022-06-20: Complaint regarding order status; 2022-06-20: Complaint about product availability
528,921,Joseph Rodriguez,Bike,4,62.28719577,09-07-2025,75.24215607,22,shopper1835@buyeasy.com,UK,Premium,22-01-2022,22-01-2023,6655.482,2022-09-10: Request regarding order status; 2022-11-12: Request about payment issues; 2022-07-02: Feedback for more information on a product
527,308,Jessica Brown,Shirt,3,35.0329334,04-11-2023,64.9396078,22,shopper1835@buyeasy.com,UK,Premium,22-01-2022,22-01-2023,6655.482,2022-09-10: Request regarding order status; 2022-11-12: Request about payment issues; 2022-07-02: Feedback for more information on a product
621,393,Thomas Johnson,Laptop,2,967.0438769,28-01-2024,73.25503503,654,shopper4170@bestdeals.com,Australia,VIP,16-10-2023,15-10-2024,6651.50801,2022-03-16: Feedback for more information on a product; 2022-03-01: Feedback regarding order status
620,376,Jessica Smith,Laptop,4,930.7648338,11-01-2024,29.48515198,654,shopper4170@bestdeals.com,Australia,VIP,16-10-2023,15-10-2024,6651.50801,2022-03-16: Feedback for more information on a product; 2022-03-01: Feedback regarding order status
624,964,David Hernandez,Bike,2,638.3643272,21-08-2025,98.59236093,654,shopper4170@bestdeals.com,Australia,VIP,16-10-2023,15-10-2024,6651.50801,2022-03-16: Feedback for more information on a product; 2022-03-01: Feedback regarding order status
623,836,Jennifer Smith,Shirt,3,499.9251034,15-04-2025,13.58442879,654,shopper4170@bestdeals.com,Australia,VIP,16-10-2023,15-10-2024,6651.50801,2022-03-16: Feedback for more information on a product; 2022-03-01: Feedback regarding order status
622,596,Jessica Jones,Bike,3,377.1371486,18-08-2024,41.17049362,654,shopper4170@bestdeals.com,Australia,VIP,16-10-2023,15-10-2024,6651.50801,2022-03-16: Feedback for more information on a product; 2022-03-01: Feedback regarding order status
227,116,Patricia Hernandez,Shirt,1,83.50121643,26-04-2023,40.88388938,519,buyer5768@eshop.com,UK,VIP,03-06-2023,02-06-2024,6645.812723,2022-03-19: Inquiry regarding order status; 2022-10-05: Feedback about payment issues; 2022-04-24: Feedback about membership benefits
683,446,Thomas Moore,Toy,3,171.6459951,21-03-2024,90.25985705,743,buyer6349@eshop.com,UK,Standard,13-01-2024,12-01-2025,6644.819595,2022-07-17: Request about membership benefits
476,847,Michael Martin,Book,2,974.291076,26-04-2025,91.6954857,668,marketfan2326@eshop.com,Canada,Standard,30-10-2023,29-10-2024,6624.841686,2022-11-21: Feedback for more information on a product
475,265,Barbara Wilson,Book,3,450.1178454,22-09-2023,53.67257285,668,marketfan2326@eshop.com,Canada,Standard,30-10-2023,29-10-2024,6624.841686,2022-11-21: Feedback for more information on a product
351,184,Charles Johnson,Shirt,1,267.4664377,03-07-2023,37.12425202,697,dealhunter6382@eshop.com,Australia,Standard,28-11-2023,27-11-2024,6606.736626,2022-04-22: Inquiry about payment issues; 2022-05-18: Inquiry regarding order status
315,845,Linda Moore,Toy,4,457.9784572,24-04-2025,6.940862239,780,marketfan2068@buyeasy.com,UK,Standard,19-02-2024,18-02-2025,6564.4183,2022-10-06: Request about payment issues; 2022-05-19: Inquiry about product availability; 2022-03-29: Feedback about membership benefits
314,161,Thomas Lopez,Toy,4,53.44167996,10-06-2023,53.96207357,780,marketfan2068@buyeasy.com,UK,Standard,19-02-2024,18-02-2025,6564.4183,2022-10-06: Request about payment issues; 2022-05-19: Inquiry about product availability; 2022-03-29: Feedback about membership benefits
847,663,David Miller,Shirt,3,158.9100144,24-10-2024,24.62933017,765,shopper1299@eshop.com,UK,VIP,04-02-2024,03-02-2025,6562.318282,2022-07-13: Feedback about delayed delivery; 2022-05-03: Complaint about delayed delivery; 2022-09-20: Complaint about membership benefits
641,391,Karen Martin,Toy,2,460.1071589,26-01-2024,37.27485475,406,dealhunter6627@buyeasy.com,Canada,VIP,10-02-2023,10-02-2024,6559.423826,2022-07-05: Inquiry for more information on a product; 2022-02-28: Feedback about delayed delivery; 2022-03-03: Feedback about delayed delivery
642,891,David Jackson,Laptop,1,224.1031758,09-06-2025,10.92672545,406,dealhunter6627@buyeasy.com,Canada,VIP,10-02-2023,10-02-2024,6559.423826,2022-07-05: Inquiry for more information on a product; 2022-02-28: Feedback about delayed delivery; 2022-03-03: Feedback about delayed delivery
45,413,Patricia Gonzalez,Bike,3,604.82008,17-02-2024,44.36744507,561,shopper5126@bestdeals.com,USA,Premium,15-07-2023,14-07-2024,6545.894902,2022-05-19: Inquiry regarding order status
46,569,Patricia Jackson,Shirt,1,368.5458888,22-07-2024,38.73093989,561,shopper5126@bestdeals.com,USA,Premium,15-07-2023,14-07-2024,6545.894902,2022-05-19: Inquiry regarding order status
44,20,Joseph Martin,Book,1,357.5323399,20-01-2023,24.86461456,561,shopper5126@bestdeals.com,USA,Premium,15-07-2023,14-07-2024,6545.894902,2022-05-19: Inquiry regarding order status
969,912,David Thomas,Shirt,2,646.0726399,30-06-2025,22.5702166,354,shopper4340@buyeasy.com,Germany,Premium,20-12-2022,20-12-2023,6535.55202,2022-01-07: Inquiry regarding order status; 2022-02-16: Complaint regarding order status; 2022-05-25: Request about payment issues
801,597,David Anderson,Laptop,2,849.3213984,19-08-2024,87.88366738,733,buyer4667@shopworld.com,UK,Standard,03-01-2024,02-01-2025,6528.153612,2022-01-16: Feedback for more information on a product
854,682,Robert Lopez,Shirt,2,734.3433077,12-11-2024,6.583327407,87,marketfan5503@buyeasy.com,Canada,Premium,28-03-2022,28-03-2023,6490.272805,2022-10-16: Request about delayed delivery; 2022-04-02: Request for more information on a product; 2022-06-10: Feedback about payment issues
883,739,John Johnson,Book,3,511.6100798,08-01-2025,59.45157816,139,dealhunter9119@bestdeals.com,UK,Standard,19-05-2022,19-05-2023,6482.315938,2022-07-28: Feedback about product availability; 2022-01-13: Complaint about product availability
996,995,Charles Wilson,Toy,4,394.3358824,21-09-2025,14.10513214,787,buyer9415@buyeasy.com,Germany,VIP,26-02-2024,25-02-2025,6466.495906,2022-10-09: Request about membership benefits
388,952,Sarah Thomas,Toy,2,836.1069802,09-08-2025,73.86396198,422,marketfan7345@shopworld.com,Australia,Standard,26-02-2023,26-02-2024,6445.462186,2022-10-02: Complaint about payment issues
387,207,Joseph Rodriguez,Toy,1,242.0686299,26-07-2023,17.66207195,422,marketfan7345@shopworld.com,Australia,Standard,26-02-2023,26-02-2024,6445.462186,2022-10-02: Complaint about payment issues
803,600,Patricia Rodriguez,Laptop,3,499.9251034,22-08-2024,47.79997662,28,marketfan7609@buyeasy.com,Canada,Standard,28-01-2022,28-01-2023,6435.258074,2022-08-09: Request about delayed delivery; 2022-11-20: Request regarding order status; 2022-04-02: Request about payment issues
184,230,Susan Taylor,Shirt,4,809.7868069,18-08-2023,31.90054331,292,buyer5448@shopworld.com,Australia,Standard,19-10-2022,19-10-2023,6425.304929,2022-09-24: Inquiry about delayed delivery; 2022-12-24: Complaint about delayed delivery; 2022-07-23: Feedback about membership benefits
181,86,Linda Johnson,Laptop,4,423.10136,27-03-2023,40.49625041,292,buyer5448@shopworld.com,Australia,Standard,19-10-2022,19-10-2023,6425.304929,2022-09-24: Inquiry about delayed delivery; 2022-12-24: Complaint about delayed delivery; 2022-07-23: Feedback about membership benefits
185,878,John Davis,Shirt,3,267.739156,27-05-2025,70.97535786,292,buyer5448@shopworld.com,Australia,Standard,19-10-2022,19-10-2023,6425.304929,2022-09-24: Inquiry about delayed delivery; 2022-12-24: Complaint about delayed delivery; 2022-07-23: Feedback about membership benefits
182,107,Karen Thomas,Shirt,3,228.1600166,17-04-2023,64.48930264,292,buyer5448@shopworld.com,Australia,Standard,19-10-2022,19-10-2023,6425.304929,2022-09-24: Inquiry about delayed delivery; 2022-12-24: Complaint about delayed delivery; 2022-07-23: Feedback about membership benefits
183,132,Susan Wilson,Shirt,3,136.8595989,12-05-2023,46.60155287,292,buyer5448@shopworld.com,Australia,Standard,19-10-2022,19-10-2023,6425.304929,2022-09-24: Inquiry about delayed delivery; 2022-12-24: Complaint about delayed delivery; 2022-07-23: Feedback about membership benefits
925,805,Susan Jackson,Bike,4,61.37321488,15-03-2025,62.64558286,318,marketfan7863@buyeasy.com,UK,VIP,14-11-2022,14-11-2023,6416.228355,2022-03-07: Inquiry about payment issues; 2022-01-13: Request about membership benefits; 2022-08-27: Inquiry for more information on a product
962,892,Richard Garcia,Book,3,567.9458083,10-06-2025,18.46317012,669,dealhunter6365@shopworld.com,Germany,Standard,31-10-2023,30-10-2024,6398.24507,2022-05-22: Feedback about membership benefits
224,319,Joseph Garcia,Bike,2,641.7756509,15-11-2023,33.53188366,308,marketfan3331@bestdeals.com,USA,Premium,04-11-2022,04-11-2023,6386.98728,2022-03-15: Feedback regarding order status
223,114,Patricia Rodriguez,Shirt,4,499.9251034,24-04-2023,93.74078917,308,marketfan3331@bestdeals.com,USA,Premium,04-11-2022,04-11-2023,6386.98728,2022-03-15: Feedback regarding order status
844,744,Jennifer Martin,Bike,3,237.8736569,13-01-2025,56.24796161,611,shopper7154@eshop.com,Germany,Standard,03-09-2023,02-09-2024,6383.263186,2022-02-11: Inquiry for more information on a product; 2022-09-16: Request about payment issues
843,656,Jessica Garcia,Book,1,184.4794816,17-10-2024,15.43951646,611,shopper7154@eshop.com,Germany,Standard,03-09-2023,02-09-2024,6383.263186,2022-02-11: Inquiry for more information on a product; 2022-09-16: Request about payment issues
861,693,John Gonzalez,Book,3,638.877731,23-11-2024,64.46699582,30,buyer5710@buyeasy.com,USA,Premium,30-01-2022,30-01-2023,6375.611684,2022-10-30: Complaint about membership benefits; 2022-02-05: Complaint for more information on a product; 2022-10-18: Feedback about membership benefits
68,30,John Davis,Shirt,1,962.9933428,30-01-2023,59.31686514,141,marketfan5355@buyeasy.com,UK,VIP,21-05-2022,21-05-2023,6326.65632,2022-06-09: Request regarding order status; 2022-10-02: Inquiry for more information on a product; 2022-07-25: Feedback about delayed delivery
69,245,Richard Wilson,Book,4,585.4133219,02-09-2023,9.965979306,141,marketfan5355@buyeasy.com,UK,VIP,21-05-2022,21-05-2023,6326.65632,2022-06-09: Request regarding order status; 2022-10-02: Inquiry for more information on a product; 2022-07-25: Feedback about delayed delivery
377,198,David Wilson,Book,2,689.9927944,17-07-2023,12.41287405,704,marketfan5635@eshop.com,Australia,VIP,05-12-2023,04-12-2024,6316.665464,2022-05-01: Request about payment issues
773,553,James Jones,Book,4,59.00645273,06-07-2024,69.34919548,696,dealhunter8298@buyeasy.com,Australia,Standard,27-11-2023,26-11-2024,6308.182764,2022-12-01: Complaint about payment issues
668,421,Barbara Brown,Book,2,657.8375452,25-02-2024,64.43079683,392,buyer277@bestdeals.com,Germany,Standard,27-01-2023,27-01-2024,6262.187107,2022-02-09: Inquiry about payment issues
9,536,Richard Martinez,Toy,2,499.9251034,19-06-2024,36.7765044,752,marketfan2512@shopworld.com,Australia,Standard,22-01-2024,21-01-2025,6245.826337,2022-08-28: Feedback about payment issues; 2022-03-03: Feedback regarding order status; 2022-12-02: Inquiry about membership benefits
8,5,Thomas Gonzalez,Book,4,168.1790575,05-01-2023,5.675473109,752,marketfan2512@shopworld.com,Australia,Standard,22-01-2024,21-01-2025,6245.826337,2022-08-28: Feedback about payment issues; 2022-03-03: Feedback regarding order status; 2022-12-02: Inquiry about membership benefits
140,63,Mary Rodriguez,Shirt,3,448.2644842,04-03-2023,62.2403298,250,buyer234@bestdeals.com,Australia,Premium,07-09-2022,07-09-2023,6230.376014,2022-10-10: Complaint about product availability
598,358,Thomas Smith,Shirt,1,694.2369769,24-12-2023,85.9440868,510,shopper1896@eshop.com,Canada,Premium,25-05-2023,24-05-2024,6227.025373,2022-04-15: Complaint about payment issues; 2022-11-29: Inquiry for more information on a product
281,146,William Martin,Book,1,215.5946316,26-05-2023,31.15793222,156,buyer4289@bestdeals.com,Australia,VIP,05-06-2022,05-06-2023,6223.414438,2022-08-13: Inquiry for more information on a product
75,461,Linda Martinez,Laptop,2,930.4334803,05-04-2024,47.41773483,249,marketfan9556@bestdeals.com,Canada,Premium,06-09-2022,06-09-2023,6215.717132,2022-03-03: Feedback about payment issues; 2022-09-02: Inquiry about payment issues
73,94,Robert Miller,Shirt,4,905.8509505,04-04-2023,13.03586616,249,marketfan9556@bestdeals.com,Canada,Premium,06-09-2022,06-09-2023,6215.717132,2022-03-03: Feedback about payment issues; 2022-09-02: Inquiry about payment issues
72,32,William Jones,Shirt,4,499.9251034,01-02-2023,52.37356598,249,marketfan9556@bestdeals.com,Canada,Premium,06-09-2022,06-09-2023,6215.717132,2022-03-03: Feedback about payment issues; 2022-09-02: Inquiry about payment issues
74,321,Patricia Johnson,Book,2,261.567579,17-11-2023,29.02848776,249,marketfan9556@bestdeals.com,Canada,Premium,06-09-2022,06-09-2023,6215.717132,2022-03-03: Feedback about payment issues; 2022-09-02: Inquiry about payment issues
